,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
290,Lost_City_-_Night_35,[],['Lost Explorer Zombie'],"['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Bug Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Buckethead Adventurer Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie']","['Excavator Zombie', 'Bug Zombie', 'Bug Conehead Zombie']","['Adventurer Zombie', 'Bug Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Lost Explorer Zombie']","['Adventurer Rally Zombie', 'Bug Conehead Zombie', 'Bug Conehead Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie']","['Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Excavator Zombie', 'Bug Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Bug Conehead Zombie', 'Bug Conehead Zombie', 'Bug Conehead Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Plant Food']","['Templehead Zombie', 'Bug Buckethead Zombie', 'Excavator Zombie', 'Excavator Zombie']","['Relic Hunter Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Bug Zombie', 'Bug Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie']","['Buckethead Adventurer Zombie', 'Templehead Zombie', 'Adventurer Rally Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Lost_City_-_Night_36,[],['Adventurer Zombie'],['Adventurer Zombie'],['Lost Explorer Zombie'],"['Parasol Zombie', 'Parasol Zombie']","['Buckethead Adventurer Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Plant Food']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Relic Hunter Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Rally Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie']","['Parasol Zombie', 'Parasol Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Plant Food']","['Lost City Imp Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Relic Hunter Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie']","['Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie']","['Adventurer Rally Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Lost_City_-_Night_37,[],"['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Templehead Zombie']","['Adventurer Zombie', 'Parasol Zombie', 'Bug Zombie']","['Adventurer Zombie', 'Bug Zombie', 'Bug Zombie']",['Imp Porter'],"['Bug Zombie', 'Bug Zombie', 'Bug Zombie']","['Templehead Zombie', 'Templehead Zombie', 'Adventurer Rally Zombie', 'Porter Gargantuar']","['Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Plant Food', 'Plant Food']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Parasol Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie']","['Buckethead Adventurer Zombie', 'Bug Zombie', 'Bug Zombie', 'Bug Zombie', 'Bug Zombie']","['Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie']","['Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Plant Food']",['Imp Porter'],"['Templehead Zombie', 'Adventurer Rally Zombie', 'Bug Conehead Zombie', 'Porter Gargantuar', 'Porter Gargantuar']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Imp Porter', 'Imp Porter']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie']","['Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie']","['Buckethead Adventurer Zombie', 'Bug Zombie', 'Bug Conehead Zombie', 'Bug Conehead Zombie', 'Bug Conehead Zombie']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Plant Food', 'Plant Food']","['Bug Conehead Zombie', 'Imp Porter', 'Imp Porter', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie']","['Adventurer Rally Zombie', 'Bug Zombie', 'Bug Zombie', 'Bug Buckethead Zombie', 'Porter Gargantuar', 'Porter Gargantuar', 'Porter Gargantuar', 'Porter Gargantuar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Lost_City_-_Night_38,[],['Adventurer Zombie'],['Excavator Zombie'],"['Buckethead Adventurer Zombie', 'Lost City Imp Zombie']","['Conehead Adventurer Zombie', 'Magenta Skull Zombie']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Lost City Imp Zombie']","['Adventurer Zombie', 'Excavator Zombie', 'Bug Buckethead Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie']","['Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie', 'Magenta Skull Zombie']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Adventurer Rally Zombie', 'Lost City Imp Zombie', 'Excavator Zombie']","['Templehead Zombie', 'Templehead Zombie', 'Relic Hunter Zombie', 'Magenta Skull Zombie', 'Magenta Skull Zombie', 'Plant Food', 'Plant Food']","['Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie']","['Bug Conehead Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie', 'Relic Hunter Zombie']","['Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Templehead Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Bug Buckethead Zombie']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Templehead Zombie', 'Lost City Imp Zombie', 'Magenta Skull Zombie', 'Magenta Skull Zombie']","['Buckethead Adventurer Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie']","['Excavator Zombie', 'Excavator Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Magenta Skull Zombie']","['Lost City Imp Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie', 'Lost City Imp Zombie', 'Magenta Skull Zombie', 'Magenta Skull Zombie']","['Adventurer Rally Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Lost_City_-_Night_39,[],['Conehead Adventurer Zombie'],['Adventurer Zombie'],['Imp Porter'],"['Adventurer Zombie', 'Adventurer Zombie']","['Buckethead Adventurer Zombie', 'Lost Explorer Zombie', 'Plant Food']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie']","['Adventurer Rally Zombie', 'Bug Zombie', 'Bug Conehead Zombie', 'Imp Porter', 'Imp Porter']","['Excavator Zombie', 'Excavator Zombie', 'Imp Porter', 'Imp Porter']","['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie']","['Excavator Zombie', 'Excavator Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie', 'Lost Explorer Zombie', 'Plant Food']","['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie', 'Magenta Skull Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Templehead Zombie', 'Bug Zombie', 'Bug Zombie']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Lost Explorer Zombie', 'Lost Explorer Zombie']","['Buckethead Adventurer Zombie', 'Adventurer Rally Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie']","['Bug Conehead Zombie', 'Bug Conehead Zombie', 'Bug Conehead Zombie']","['Excavator Zombie', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter']","['Templehead Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter']","['Magenta Skull Zombie', 'Magenta Skull Zombie']","['Templehead Zombie', 'Imp Porter', 'Imp Porter', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie']","['Templehead Zombie', 'Templehead Zombie', 'Magenta Skull Zombie', 'Magenta Skull Zombie', 'Magenta Skull Zombie']","['Templehead Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Adventurer Rally Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Bug Buckethead Zombie', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Magenta Skull Zombie', 'Magenta Skull Zombie', 'Magenta Skull Zombie', 'Magenta Skull Zombie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Lost_City_-_Night_40,[],"['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Zombie']","['Magenta Skull Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']",['Parasol Zombie'],"['Adventurer Zombie', 'Flag Adventurer Zombie', 'Excavator Zombie']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Excavator Zombie', 'Plant Food']","['Conehead Adventurer Zombie', 'Excavator Zombie', 'Relic Hunter Zombie', 'Plant Food']","['Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Magenta Skull Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Plant Food']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Adventurer Rally Zombie']","['Excavator Zombie', 'Parasol Zombie', 'Relic Hunter Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Templehead Zombie', 'Parasol Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Plant Food']","['Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Templehead Zombie', 'Adventurer Rally Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Relic Hunter Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Magenta Skull Zombie']","['Excavator Zombie', 'Excavator Zombie', 'Parasol Zombie', 'Parasol Zombie']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Magenta Skull Zombie']","['Adventurer Rally Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Lost_City_-_Night_41,[],"['Adventurer Zombie', 'Adventurer Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Templehead Zombie', 'Parasol Zombie']","['Buckethead Adventurer Zombie', 'Imp Porter', 'Plant Food']",['Bug Zombie'],"['Adventurer Zombie', 'Adventurer Zombie', 'Turquoise Skull Zombie']","['Bug Zombie', 'Relic Hunter Zombie', 'Magenta Skull Zombie']","['Bug Zombie', 'Lost Explorer Zombie']","['Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Excavator Zombie', 'Parasol Zombie']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Bug Zombie', 'Turquoise Skull Zombie', 'Lost Explorer Zombie']","['Adventurer Zombie', 'Adventurer Zombie', 'Adventurer Rally Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Imp Porter', 'Imp Porter', 'Relic Hunter Zombie', 'Plant Food']","['Bug Zombie', 'Relic Hunter Zombie', 'Magenta Skull Zombie', 'Lost Explorer Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie']","['Bug Zombie', 'Bug Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Imp Porter', 'Imp Porter']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Imp Porter', 'Imp Porter', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie', 'Magenta Skull Zombie']","['Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Plant Food']","['Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie']","['Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter']","['Conehead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Relic Hunter Zombie']","['Adventurer Rally Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Porter Gargantuar', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie']","['Conehead Adventurer Zombie', 'Templehead Zombie', 'Bug Buckethead Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie']","['Excavator Zombie', 'Excavator Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Magenta Skull Zombie', 'Magenta Skull Zombie', 'Magenta Skull Zombie']","['Relic Hunter Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie']","['Templehead Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Magenta Skull Zombie']","['Excavator Zombie', 'Excavator Zombie', 'Bug Conehead Zombie', 'Bug Conehead Zombie', 'Bug Buckethead Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Magenta Skull Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Plant Food', 'Plant Food']","['Conehead Adventurer Zombie', 'Templehead Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Turquoise Skull Zombie']","['Conehead Adventurer Zombie', 'Conehead Adventurer Zombie', 'Templehead Zombie', 'Bug Buckethead Zombie', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Imp Porter', 'Magenta Skull Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie', 'Plant Food']","['Buckethead Adventurer Zombie', 'Buckethead Adventurer Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Templehead Zombie', 'Relic Hunter Zombie', 'Relic Hunter Zombie', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Lost Pilot Zombie', 'Plant Food']","['Templehead Zombie', 'Templehead Zombie', 'Adventurer Rally Zombie', 'Excavator Zombie', 'Excavator Zombie', 'Parasol Zombie', 'Parasol Zombie', 'Bug Buckethead Zombie', 'Bug Buckethead Zombie', 'Porter Gargantuar', 'Porter Gargantuar', 'Porter Gargantuar', 'Turquoise Skull Zombie', 'Turquoise Skull Zombie', 'Lost Explorer Zombie', 'Lost Explorer Zombie']",,,,,,,,,,,,,,,,,,,,
297,boss level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Neon_Mixtape_Tour_-_Day_1,[],['Neon Zombie'],['Neon Zombie'],"['Neon Zombie', 'Neon Zombie', 'Plant Food']",['Neon Conehead'],"['Neon Conehead', 'Neon Conehead', 'Plant Food']","['Neon Zombie', 'Neon Buckethead']","['Neon Zombie', 'Neon Buckethead', 'Neon Buckethead', 'Plant Food']","['Neon Zombie', 'Neon Zombie', 'Neon Conehead', 'Neon Conehead', 'Neon Conehead']","['Neon Conehead', 'Plant Food']","['Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Conehead', 'Neon Conehead', 'Neon Conehead', 'Neon Conehead', 'Neon Buckethead', 'Neon Buckethead', 'Neon Buckethead', 'Neon Flag Zombie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Neon_Mixtape_Tour_-_Day_2,[],"['Neon Zombie', 'Neon Zombie']",['Punk Zombie'],"['Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Plant Food']",['Punk Zombie'],"['Neon Flag Zombie', 'Punk Zombie', 'Plant Food']","['Neon Zombie', 'Neon Zombie', 'Neon Conehead']","['Punk Zombie', 'Plant Food']","['Neon Conehead', 'Neon Conehead', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie']","['Neon Zombie', 'Neon Zombie', 'Neon Conehead', 'Neon Conehead', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Plant Food']","['Neon Zombie', 'Neon Zombie', 'Neon Conehead', 'Neon Conehead', 'Neon Buckethead', 'Neon Flag Zombie', 'Punk Zombie', 'Punk Zombie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Neon_Mixtape_Tour_-_Day_3,[],"['Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Zombie']","['Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Punk Zombie', 'Plant Food']","['Neon Zombie', 'Neon Zombie', 'Punk Zombie', 'Punk Zombie', 'Plant Food', 'Stallia']","['Neon Zombie', 'Neon Zombie', 'Neon Flag Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Plant Food', 'Chard Guard']","['Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Punk Zombie', 'Punk Zombie']","['Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Plant Food']","['Neon Zombie', 'Neon Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie']","['Neon Zombie', 'Neon Zombie', 'Neon Conehead', 'Neon Conehead', 'Neon Conehead', 'Neon Buckethead', 'Neon Flag Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie']","['Neon Buckethead', 'Neon Buckethead', 'Punk Zombie', 'Punk Zombie', 'Plant Food']","['Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Conehead', 'Neon Conehead', 'Punk Zombie', 'Punk Zombie']","['Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Neon Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie']","['Neon Conehead', 'Neon Conehead', 'Neon Conehead', 'Neon Conehead', 'Neon Conehead', 'Neon Conehead', 'Neon Conehead', 'Neon Flag Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie', 'Punk Zombie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
